catalog_number,scan_name,provisional_id,layer_in_batch,scan_folder,trip_folder,element,side,site,scan_voxelsize_mm,scanned,true_voxelsize_mm,raw_ply,fill_ply,crop_ply,checked,notes,last_mod,scan_metadata,processor,mod_by,morphosource_tiff,morphosource_surface,morphosource_checked,morphosource_media,citation,"Folder Struct Check[0,1]"
UF295701,UF295701,ectypodus,2,CAB14-0660,201409,M/1, ,v12029,0.00571349496,Y,0.005748618951,x,x,x,BROKEN,chipped/broken?,11/20/16,201409-08,SHH, ,FALSE,FALSE,FALSE,, ,
UF251866,CAB06-0308,mimoperadectes,1,CAB14-0695,201409,M/2 or M/3, ,v06060,0.006063708617,Y,0.006088403601,BROKEN,:(,:(,:(, ,1/31/15,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF332041,CAB14-0695,peradectes,1,CAB14-0695,201409,M/2,R,v14047,0.006063708617,Y,0.006088403601,X,X,X,X, ,6/29/17,201409,NSV, ,TRUE,TRUE,TRUE,M9929, ,
UF283715,UF283715,plagioctenoides,1,CAB14-0695,201409,P/4, ,v12029,0.006063708617,Y,0.006088403601,X,X,X,X, ,2/25/15,201409,KLR, ,TRUE,TRUE,TRUE,M8651, ,
UF295722,UF295722,ectypodus,1,CAB14-0695,201409,M/1, ,v12029,0.006063708617,Y,0.006088403601,x,x,x,BROKEN,chip on side,11/20/16,201409,SHH, ,FALSE,FALSE,FALSE,, ,
UF331569,CAB14-0228,peradectes,2,CAB14-0695,201409,dentary M/2,R,v08179,0.006063708617,Y,0.006088403601,X,X,X,X,"scanned in 2 pieces, only M/2 complete",6/29/17,201409,NSV, ,TRUE,TRUE,TRUE,M9928, ,
UF325969,CAB11-0302,rodent,1,CAB14-0744,201409,M/2,R,v06061,0.006174920376,Y,0.006195998701,X,X,X,X,initially mislabelled CAB13-0940,2/5/15,201409,KMC, ,TRUE,TRUE,TRUE,M12641, ,
UF330329,CAB13-0940,rodent,1,CAB14-0744,201409,M/2,L,v08182,0.006174920376,Y,0.006195998701,X,BROKEN,:(,:(,initially mislabelled CAB11-0302; anterior ventral surface broken too high to use,2/10/15,201409,KMC, ,FALSE,FALSE,FALSE,, ,
UF332000,CAB14-0654,peradectes,1,CAB14-0744,201409,M/2 or M/3, ,v08179,0.006174920376,Y,0.006195998701,X,BROKEN,:(,:(,protoconid too broken down,3/16/15,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF332090,CAB14-0744,ectypodus,1,CAB14-0744,201409,M/1, ,v14047,0.006174920376,Y,0.006195998701,x,x,x,BROKEN,"irregular surface: rough patch on poteromedial corner, could potentially be included",11/20/16,201409,SHH, ,FALSE,FALSE,FALSE,, ,
UF332132,CAB14-0786,macrocranion,1,CAB14-0744,201409,M/2, ,v06061,0.006174920376,Y,0.006195998701,X,X,X,BROKEN,had to redo from beginning and adjust histogram due to unusually rough surface,1/20/15,201409,KMC, ,FALSE,FALSE,FALSE,, ,
UF330240,CAB13-0851,peradectes,2,CAB14-0744,201409,M/4, ,v06061,0.006174920376,Y,0.006195998701,X,X,X,X, ,3/16/15,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF330252,CAB13-0863,ectypodus,2,CAB14-0744,201409,M/1, ,v06055,0.006174920376,Y,0.006195998701,X,X,X,X, ,2/12/15,201409,KMC, ,FALSE,FALSE,FALSE,, ,
UF330334,CAB13-0945,rodent,2,CAB14-0744,201409,M/2,L,v08182,0.006174920376,Y,0.006195998701, , , , , ,,201409, , ,FALSE,FALSE,FALSE,, ,
UF330369,CAB13-0980,pontifactor,2,CAB14-0744,201409,M/2, ,v08179,0.006174920376,Y,0.006195998701,X,X,X,X,neither macrocranion or colpocherus,2/12/15,201409,KMC, ,FALSE,FALSE,FALSE,, ,
UF330186,CAB13-0797,peradectes,1,CAB14-0760,201409,M/2 or M/3, ,v06061,0.006196469069,Y,0.006216830109,X,BROKEN,:(,:(,"only did the raw surface on this one because I have a question about the surface of this tooth, seems pretty pocked marked and rough, wanted to talk to you about before moving on *Good call! You might have been able to fill in those holes, but a bigger problem is the metaconid (one of the trio of taller cusps at the front of the tooth). It's broken off (the surface is flat and choppy instead of tall, smooth, and pointy). It's broken. Can't use it. Tough luck.",1/23/15,201409,KMC, ,FALSE,FALSE,FALSE,, ,
UF330225,CAB13-0836,nyctitheriidae,1,CAB14-0760,201409,P/4, ,v06061,0.006196469069,Y,0.006216830109,X,X,X,X, ,4/25/17,201409,KMC,NSV,FALSE,FALSE,FALSE,, ,
UF330241,CAB13-0852,erinaceomorpha,1,CAB14-0760,201409,P/4, ,v06061,0.006196469069,Y,0.006216830109,X,X,X,X, ,4/25/17,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF330361,CAB13-0972,rodent,1,CAB14-0760,201409,M/2, ,v12016,0.006196469069,Y,0.006216830109, , , , , ,,201409, , ,FALSE,FALSE,FALSE,, ,
UF332103,CAB14-0757,macrocranion,1,CAB14-0760,201409,M/1 or M/2, ,v14047,0.006196469069,Y,0.006216830109,X,X,X,BROKEN,enamelless,3/18/15,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF332106,CAB14-0760,ectypodus,1,CAB14-0760,201409,M/1, ,v14047,0.006196469069,Y,0.006216830109,x,x,x,x, ,11/20/16,201409,SHH, ,FALSE,FALSE,FALSE,, ,
UF330346,CAB13-0957,rodent,2,CAB14-0760,201409,M/2, ,v06054,0.006196469069,Y,0.006216830109,X,X,X,X,*went back and saved the raw file as well as the labels,3/10/15,201409,KMC, ,FALSE,FALSE,FALSE,, ,
UF332039,CAB14-0693,peradectes,2,CAB14-0760,201409,M/2, ,v14047,0.006196469069,Y,0.006216830109,X, ,X,X, ,6/29/17,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF332115,CAB14-0769,ectypodus,2,CAB14-0760,201409,M/1, ,v06061,0.006196469069,Y,0.006216830109,X,X,X,BROKEN,too worn,2/19/15,201409,KMC, ,FALSE,FALSE,FALSE,, ,
UF332125,CAB14-0779,macrocranion,2,CAB14-0760,201409,M/1 or M/2, ,v06061,0.006196469069,Y,0.006216830109,X,BROKEN,:(,:(, ,12/10/17,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF332126,CAB14-0780,colpocherus,2,CAB14-0760,201409,P/4, ,v06061,0.006196469069,Y,0.006216830109,X,X,X,X, ,4/25/17,201409,KMC, ,TRUE,TRUE,TRUE,M8821, ,
UF332135,CAB14-0789,plagioctenoides,2,CAB14-0760,201409,M/1, ,v06061,0.006196469069,Y,0.006216830109,X,X,X,X,This file is weird-KR,2/6/15,201409,KLR, ,FALSE,FALSE,FALSE,, ,
UF330237,CAB13-0848,macrocranion<,1,CAB14-0768,201409,dP/4, ,v06061,0.00537511127,Y,0.005418931417,X,X,X,X, ,3/5/15,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF332018,CAB14-0672,mimoperadectes,1,CAB14-0768,201409,M/2 or M/3, ,v08087b,0.00537511127,Y,0.005418931417,X,X,X,X, ,5/29/15,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF332079,CAB14-0733,colpocherus,1,CAB14-0768,201409,M/1, ,v14047,0.00537511127,Y,0.005418931417,X,X,X,X,"more upright, taller trigonid, narrower entoconid: colpocherus?",7/3/17,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF332114,CAB14-0768,peradectes,1,CAB14-0768,201409,M/2 or M/3, ,v14047,0.00537511127,Y,0.005418931417,X,X,X,BROKEN,hypoconulid and paraconid chipped,2/27/15,201409,KLR, ,FALSE,FALSE,FALSE,, ,
UF283509,UF283509,ectypodus,1,CAB14-0768,201409,M/1, ,v12029,0.00537511127,Y,0.005418931417,x,x,BROKEN,:(,broken? Or really worn down? Saved raw and filled,11/27/16,201409,SHH, ,FALSE,FALSE,FALSE,, ,
UF283996,UF283996,macrocranion,1,CAB14-0768,201409,P/4, ,v12029,0.00537511127,Y,0.005418931417,X,X,X,BROKEN,lingual side really rough and bumpy. Concave chip out of anterior lower margin. Useable?,2/28/15,201409,NSV, ,TRUE,TRUE,TRUE,M8304, ,
UF330242,CAB13-0853,macrocranion<,2,CAB14-0768,201409,dP/4, ,v06061,0.00537511127,Y,0.005418931417,X,X,X,X, ,2/27/15,201409,KLR, ,FALSE,FALSE,FALSE,, ,
UF332073,CAB14-0727,macrocranion<,2,CAB14-0768,201409,M/1 or M/2, ,v14047,0.00537511127,Y,0.005418931417,X,X,X,BROKEN,enamelless,4/27/15,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF332077,CAB14-0731,macrocranion<,2,CAB14-0768,201409,dp/4,L,v14047,0.00537511127,Y,0.005418931417,X, , , ,"originally ID'd as colpocherus, almost completely unworn",4/30/15,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF283696,UF283696,macrocranion,2,CAB14-0768,201409,P/4,L,v12029,0.00537511127,Y,0.005418931417,X,X,X,X, ,4/25/17,201409,NSV, ,TRUE,TRUE,TRUE,M8302, ,
UF295703,UF295703,ectypodus,2,CAB14-0768,201409,M/1, ,v12029,0.00537511127,Y,0.005418931417,x,x,x,x, ,11/20/16,201409,SHH, ,FALSE,FALSE,FALSE,, ,
UF330335,CAB13-0946,rodent,1,CAB14-0781,201409,M/2, ,v08182,0.006063709249,Y,0.006088403601, , , , , ,,201409, , ,FALSE,FALSE,FALSE,, ,
UF331992,CAB14-0646,talpavoides,1,CAB14-0781,201409,M/1 or M/2, ,v08179,0.006063709249,Y,0.006088403601,X,X,X,X,Scan somehow ended up too big. Real length is ~1.3 mm. Surfaces remate,7/4/17,201409,NSV,NSV,FALSE,FALSE,FALSE,, ,
UF332055,CAB14-0709,plagioctenodon_krausae,1,CAB14-0781,201409,M/2, ,v14047,0.006063709249,Y,0.006088403601,X,X,X,X, ,2/16/17,201409,KLR, ,FALSE,FALSE,FALSE,, ,
UF332065,CAB14-0719,peradectes,1,CAB14-0781,201409,M/2, ,v14047,0.006063709249,Y,0.006088403601,X,X,X,X, ,6/29/17,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF332127,CAB14-0781,ectypodus,1,CAB14-0781,201409,M/1, ,v06061,0.006063709249,Y,0.006088403601,x,x,BROKEN,:(,"scraggly tooth on bottom, hard to fill/crop; sides of tooth might be too broken to save?",11/27/16,201409,SHH, ,FALSE,FALSE,FALSE,, ,
UF332152,CAB14-0806,erinaceomorpha,1,CAB14-0781,201409,P/4, ,v06061,0.006063709249,Y,0.006088403601,X,X,X,X,"""talonid basin"" broken? Compare to others",4/25/17,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF330226,CAB13-0837,nyctitheriidae,2,CAB14-0781,201409,M/X, ,v06061,0.006063709249,Y,0.006088403601,X,BROKEN,:(,:(,"Largest cusps chipped, chip near protocone(?), raw ply saved",2/23/15,201409,KLR, ,FALSE,FALSE,FALSE,, ,
UF330285,CAB13-0896,macrocranion,2,CAB14-0781,201409,M/1 or M/2, ,v06055,0.006063709249,Y,0.006088403601,X,BROKEN,:(,:(,almost every cusp broken,2/28/15,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF330350,CAB13-0961,niptomomys,2,CAB14-0781,201409,P/4, ,v12015,0.006063709249,Y,0.006088403601,X,X,X,X,"originally labelled ""CAB13-0691""; is this one broken on lingual side and along talonid ridge? Unclear",3/3/15,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF330395,CAB13-1006,rodent,2,CAB14-0781,201409,M/2, ,v08179,0.006063709249,Y,0.006088403601, , , , , ,,201409, , ,FALSE,FALSE,FALSE,, ,
UF332049,CAB14-0703,herpetotherium,2,CAB14-0781,201409,M/2 or M/3, ,v14047,0.006063709249,Y,0.006088403601,X,X,X,X,"initially ID'd as peradectes, but hypoconulid is wrong -- too lingual, and crest connecting hypoconid-hypoconulid.",6/29/17,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF330258,CAB13-0869,niptomomys,1,CAB14-0790,201409,P/4, ,v06055,0.004905254933,Y,0.004958900655,X,X,X,X, ,2/28/15,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF330405,CAB13-1016,rodent,1,CAB14-0790,201409,M/2, ,v08179,0.004905254933,Y,0.004958900655, , , , , ,,201409, , ,FALSE,FALSE,FALSE,, ,
UF332001,CAB14-0655,plagioctenodon_krausae,1,CAB14-0790,201409,M/2, ,v08179,0.004905254933,Y,0.004958900655,X,X,X,X,"Maybe ID; maybe a beautiful Macrocarnion/Colpocherus, but it's small if that's true-NSV",2/4/15,201409,KLR, ,FALSE,FALSE,FALSE,, ,
UF332047,CAB14-0701,peradectes,1,CAB14-0790,201409,M/2, ,v14047,0.004905254933,Y,0.004958900655,X,X,X,X,could stand a little extra clean-up cropping?,6/29/17,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF332118,CAB14-0772,macrocranion,1,CAB14-0790,201409,M/2, ,v06061,0.004905254933,Y,0.004958900655,X,BROKEN,:(,:(,"worn, lots of broken enamel. Bigger problem is that entoconid has an old, but large non-enamel piece missing, making it artificially short.",4/27/15,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UF332136,CAB14-0790,ectypodus,1,CAB14-0790,201409,M/1, ,v06061,0.004905254933,Y,0.004958900655,X,X,X,X,"lots of little pieces attached to tooth, hard to manage",11/27/16,201409,SHH, ,FALSE,FALSE,FALSE,, ,
UF332025,CAB14-0679,macrocranion<,1,CAB14-0791,201409,M/1, ,v08087b,0.0047287398,Y,0.004785400782,X,X,X,X, ,4/29/15,201409-09,NSV, ,TRUE,TRUE,FALSE,M41157, ,
UF332044,CAB14-0698,rodent,1,CAB14-0791,201409,M/2, ,v14047,0.0047287398,Y,0.004785400782, , , , , ,,201409-09, , ,FALSE,FALSE,FALSE,, ,
UF332104,CAB14-0758,nyctitheriidae,1,CAB14-0791,201409,M/X, ,v14047,0.0047287398,:(,0.004785400782,:(,:(,:(,:(, ,5/20/15,201409-09, , ,FALSE,FALSE,FALSE,, ,
UF332137,CAB14-0791,ectypodus,1,CAB14-0791,201409,M/1, ,v06061,0.0047287398,Y,0.004785400782,x,x,x,x, ,11/20/16,201409-09,SHH, ,FALSE,FALSE,FALSE,, ,
UF332146,CAB14-0800,macrocranion,1,CAB14-0791,201409,P/4, ,v06061,0.0047287398,Y,0.004785400782,X,X,X,X, ,4/25/17,201409-09,NSV, ,FALSE,FALSE,FALSE,, ,
UF332156,CAB14-0810,peradectes,1,CAB14-0791,201409,M/2 or M/3, ,v06061,0.0047287398,Y,0.004785400782,X,X,X,BROKEN,"this one, too, hypoconid: worn or chipper?",3/18/15,201409-09,NSV, ,FALSE,FALSE,FALSE,, ,
UF330349,CAB13-0960,colpocherus,2,CAB14-0791,201409,P/4, ,v06054,0.0047287398,Y,0.004785400782,X,X,X,X,protoconid broken?,4/25/17,201409-09,NSV, ,TRUE,TRUE,TRUE,M8820, ,
UF332034,CAB14-0688,rodent,2,CAB14-0791,201409,M/2, ,v14048,0.0047287398,Y,0.004785400782, , , , , ,,201409-09, , ,FALSE,FALSE,FALSE,, ,
UF332088,CAB14-0742,macrocranion<,2,CAB14-0791,201409,M/2, ,v14047,0.0047287398,Y,0.004785400782,X,X,X,WORN,worn (grooves talonid trigonid),4/29/15,201409-09,NSV, ,FALSE,FALSE,FALSE,, ,
UF332105,CAB14-0759,plagioctenoides,2,CAB14-0791,201409,M/2, ,v14047,0.0047287398,Y,0.004785400782,X,X,X,X,"Ugly lump between two biggest cusps, not sure if normal",1/28/15,201409-09,KLR, ,FALSE,FALSE,FALSE,, ,
UF332122,CAB14-0776,ectypodus,2,CAB14-0791,201409,M/1, ,v06061,0.0047287398,Y,0.004785400782,x,x,x,x, ,11/20/16,201409-09,SHH, ,FALSE,FALSE,FALSE,, ,
UF332155,CAB14-0809,peradectes,2,CAB14-0791,201409,M/2 or M/3, ,v06061,0.0047287398,Y,0.004785400782,X,X,X,BROKEN,worn; hypoconid…is it worn down or chipped off?,3/18/15,201409-09,NSV, ,FALSE,FALSE,FALSE,, ,
USNM521514,USNM521514,colpocherus,1,Rose et al,201409,"dentary P/4, M/1, M/2", ,v14047,0,Y,0,X,X,X,X,Rose et al 2012; file called 521794 but pub says 521514,6/30/17,201409,NSV, ,FALSE,FALSE,FALSE,,Rose et al. 2012,
USNM521794,USNM521794,colpocherus<,1,Rose et al,201409,P/4,L,v14047,0,Y,0,X,X,X,X,"in dentary; labelled 521794 in pub,",4/7/17,201409,NSV, ,FALSE,FALSE,FALSE,, ,
USNM538087,USNM538087,leptacodon_donkroni<,1,Rose et al,201409,"dentary P/4, M/1, M/2", ,v14047,,Y,0,X,X,X,X,"P/4, M/1 broken, only M/2 cropped",4/17/17,201409,NSV, ,FALSE,FALSE,FALSE,, ,
USNM538091,USNM538091,leptacodon_donkroni<,1,Rose et al,201409,I/X, ,v14047,,Y,0, , , , , ,1/1/17,201409, , ,FALSE,FALSE,FALSE,, ,
USNM538092,USNM538092,plagioctenoides_tombowni<,1,Rose et al,201409,"dentary P/4, M/2, M/3",L,v14047,0,Y,0,X,X,X,X,Holotype of plagioctenoides tombowni partial dentary P4-M3 from Rachel Dunn (M/3 broken),3/9/15,201409,KLR, ,FALSE,FALSE,FALSE,, ,
USNM538093,USNM538093,plagioctenoides_microlestes<,1,Rose et al,201409,"dentary P/4, M/1",L,v14047,0,Y,0,X,X,X,X,"Plagioctenoides microlestes; P/4 done, M/1 not done (will need a lot of work)",1/1/17,201409,NSV, ,FALSE,FALSE,FALSE,, ,
USNM538323,USNM538323,macrocranion<,1,Rose et al,201409,M/2 [x2], ,v14047,0,Y,0,X,X,X,X,"both of these are actually M/2s (I think), contrary to Rose et al. 2012",5/4/15,201409,NSV, ,FALSE,FALSE,FALSE,,Rose et al. 2012,
USNM540402,USNM540402,talpavoides,1,Rose et al,201409,M/X, ,v14047,,Y,0,X,X,X,X,"Suspect ID is Plagioctenodon krausae or Talpavoides, published as Leptacodon sp. 2, see notes.",7/4/17,201409,NSV,NSV,FALSE,FALSE,FALSE,, ,
USNM538249,USNM540601,plagioctenoides,1,Rose et al,201409,M/2,R,v14047,0, ,0, , ,X,X,"files lost (cropped file recovered), will need work",2/10/17,201409,NSV, ,FALSE,FALSE,FALSE,, ,
USNM541783,USNM541783,leptacodon_sp_2,1,Rose et al,201409,M1/, ,v14047,,Y,0,X,X,X,X,"meta…style? Broken, but small, and important for comparative purposes.",7/26/16,201409,NSV, ,FALSE,FALSE,FALSE,,Rose et al. 2012,
USNM541795,USNM541795,macrocranion<,1,Rose et al,201409,"M/1, M/2", ,v14047,0,Y,0,X,X,X,X,"M/2: something odd about proportions? Proto/metaconid heights? Buccal margin?; M/1: break in ventral metaconid region, partially filled",5/4/15,201409,NSV, ,FALSE,FALSE,FALSE,,Rose et al. 2012,
USNM542133,USNM542133,macrocranion,1,Rose_et_al_scans,201409,P/4,R,v14047,1,Y,1,X,X,X,X, ,4/7/17,201409,NSV, ,FALSE,FALSE,FALSE,, ,
UCMP212800,UCMP212800,macrocranion,1,UCMP212800,201409,P/4,L,v12029,0.004992577,Y,0.005044594566,X,X,X,X,"mixed up with UCMP223723 because of mirroring, now fixed",4/14/17,201409,NSV, ,TRUE,FALSE,FALSE,,Strait 2001,
UCMP214818,UCMP214818,macrocranion,1,UCMP212800,201409,P/4,R,v12029,0.004992577,Y,0.005044594566,X,X,X,X, ,4/14/17,201409,NSV, ,TRUE,FALSE,FALSE,, ,
UCMP223723,UCMP223723,macrocranion,1,UCMP212800,201409,P/4,R,v12029,0.004992577,Y,0.005044594566,X,X,X,X,"mixed up with UCMP212800 beause of mirroring, now fixed",4/14/17,201409,NSV, ,TRUE,FALSE,FALSE,, ,
UCMP212719,UCMP212719,macrocranion,2,UCMP212800,201409,P/4,R,v12029,0.004992577,Y,0.005044594566,X,X,X,X,"talonid messy. Might be messy in real life, maybe not. Maybe not useable -- I tried to clean up, but boundaries unclear.",4/14/17,201409,NSV,NSV,TRUE,FALSE,FALSE,, ,
UCMP212747,UCMP212747,macrocranion,2,UCMP212800,201409,P/4,L,v12029,0.004992577,Y,0.005044594566,X,X,X,X,"mixed up with UCMP223725  because of mirroring, now fixed",4/14/17,201409,NSV, ,TRUE,FALSE,FALSE,,Strait 2001,
UCMP223725,UCMP223725,colpocherus,2,UCMP212800,201409,P/4,R,v12029,0.004992577,Y,0.005044594566,X,X,X,X,"mixed up with UCMP212747 because of mirroring, now fixed",4/14/17,201409,NSV, ,TRUE,FALSE,FALSE,, ,
UCMP214909,UCMP214909,macrocranion,1,UCMP223719,201409,P/4,R,v12029,0.004992517,Y,0.005044535716,X,X,X,X,"worn; mixed up with UCMP223719 because of mirroring, now fixed",4/14/17,201409,NSV, ,TRUE,FALSE,FALSE,, ,
UCMP223719,UCMP223719,macrocranion,1,UCMP223719,201409,P/4,L,v12029,0.004992517,Y,0.005044535716,X,X,X,X,"mixed up with UCMP214909 because of mirroring, now fixed",4/14/17,201409,NSV, ,TRUE,FALSE,FALSE,, ,
UCMP223724,UCMP223724,macrocranion,1,UCMP223719,201409,P/4,R,v12029,0.004992517,Y,0.005044535716,X,X,X,X, ,4/14/17,201409,NSV, ,TRUE,FALSE,FALSE,, ,
UCMP214721,UCMP214721,niptomomys,2,UCMP223719,201409,P/4,L,v12029,0.004992517,Y,0.005044535716,X,X,X,X,"mixed up with UCMP214823 because of mirroring, now fixed",1/31/15,201409,NSV, ,TRUE,FALSE,FALSE,, ,
UCMP214823,UCMP214823,macrocranion,2,UCMP223719,201409,P/4,R,v12029,0.004992517,Y,0.005044535716,X,X,X,X,"mixed up with UCMP214721 because of mirroring, now fixed",4/14/17,201409,NSV, ,TRUE,FALSE,FALSE,, ,
UCMP214919,UCMP214919,macrocranion<,2,UCMP223719,201409,"M/1, M/2",L,v12029,0.004992517,Y,0.005044535716,X,X,X,WORN, ,10/1/14,201409,NSV, ,TRUE,FALSE,FALSE,, ,
UCMP223720,UCMP223720,macrocranion,1,UCMP223720,201409,P/4,L,v12029,0.004753407,Y,0.004809668627,X,X,X,BROKEN,"paraconid busted?; mixed up with UCMP223726 because of mirroring, now fixed",4/17/17,201409,NSV, ,TRUE,FALSE,FALSE,, ,
UCMP223726,UCMP223726,colpocherus,1,UCMP223720,201409,P/4,R,v12029,0.004753407,Y,0.004809668627,X,X,X,X,"mixed up with UCMP223720 because of mirroring, now fixed",4/25/17,201409,NSV, ,TRUE,FALSE,FALSE,, ,
UCMP223729,UCMP223729,macrocranion<,1,UCMP223720,201409,"dentary P/4, M/1",R,v12029,0.004753407,Y,0.004809668627,X,X,X,X,M/1 broken,4/25/17,201409,NSV,NSV,TRUE,FALSE,FALSE,, ,
UCMP223721,UCMP223721,macrocranion,2,UCMP223720,201409,P/4,R,v12029,0.004753407,Y,0.004809668627,X,X,X,X,"mixed up with UCMP223728 because of mirroring, now fixed",4/25/17,201409,NSV, ,TRUE,FALSE,FALSE,, ,
UCMP223722,UCMP223722,macrocranion,2,UCMP223720,201409,P/4,R,v12029,0.004753407,Y,0.004809668627,X,X,X,X,scan initially mis-labeled as UCMP223723. Folder and surface file names fixed.,4/25/17,201409,KMC, ,TRUE,FALSE,FALSE,, ,
UCMP223728,UCMP223728,macrocranion,2,UCMP223720,201409,P/4,L,v12029,0.004753407,Y,0.004809668627,X,X,X,X,"mixed up with UCMP223721 because of mirroring, now fixed",4/25/17,201409,NSV, ,TRUE,FALSE,FALSE,, ,
UCMP212662,UCMP212662,colpocherus,1,UCMP223727,201409,P/4,R,v12029,0.004992577,Y,0.005044594566,X,X,X,X,"mixed up with UCMP223727 because of mirroring, now fixed",4/25/17,201409,NSV, ,TRUE,FALSE,FALSE,,Strait 2001,
UCMP214918,UCMP214918,macrocranion,1,UCMP223727,201409,P/4,R,v12029,0.004992577,Y,0.005044594566,X,X,X,X, ,4/25/17,201409,NSV, ,TRUE,FALSE,FALSE,, ,
UCMP223727,UCMP223727,macrocranion,1,UCMP223727,201409,P/4,L,v12029,0.004992577,Y,0.005044594566,BROKEN,:(,:(,:(,"mixed up with UCMP212662 because of mirroring, now fixed",1/5/15,201409,NSV, ,TRUE,FALSE,FALSE,, ,
UF331880,CAB14-0534,mimoperadectes,1,UF283179,201409,M/2 or M/3, ,v14071,0.005713494,Y,0.005748617979,X,X,X,X,"enamel chipped off protoconid, metaconid, bits of entoconid and hypoconulid, but dentine underneath is still there. Salvageable?",5/29/15,201409-13,NSV, ,FALSE,FALSE,FALSE,, ,
UF332033,CAB14-0687,plagioctenoides,1,UF283179,201409,M/1,R,v14048,0.005713494,Y,0.005748617979,X,X,X,X,in,2/4/15,201409-13,KLR, ,FALSE,FALSE,FALSE,, ,
UF332111,CAB14-0765,macrocranion<,1,UF283179,201409,M/1 or M/2, ,v14047,0.005713494,Y,0.005748617979,X,X,X,:(,file folder says 14-0756; mostly enamelless?,4/30/15,201409-13,NSV, ,FALSE,FALSE,FALSE,, ,
UF283179,UF283179,herpetotherium,1,UF283179,201409,M/2 or M/3, ,v12029,0.005713494,Y,0.005748617979,X,X,X,X,"mid-ID'd, really Herpetotherium not peradectes? Crest b/t hypoconulid and hypoconid, hypoconulid moved lingually",6/29/17,201409-13,NSV, ,TRUE,TRUE,TRUE,"M8297, M9546, M8297", ,
UF295675,UF295675,colpocherus,1,UF283179,201409,P/4, ,v12029,0.005713494,Y,0.005748617979,X,X,X,X,Initially mislabelled UF295375,4/25/17,201409-13,NSV, ,FALSE,FALSE,FALSE,, ,
UF295702,UF295702,ectypodus,1,UF283179,201409,M/1, ,v12029,0.005713494,Y,0.005748617979,X,X,X,BROKEn,too worn,1/16/15,201409-13,EMC, ,TRUE,TRUE,TRUE,M8236, ,
UF331994,CAB14-0648,nyctitheriidae,2,UF283179,201409,M/1 or M/2, ,v08179,0.005713494,Y,0.005748617979,X, , , ,"Originally ID'd as macrocranion, but paraconid pretty high and cusp-ish for colpocranion, maybe a nyctitheriid instead?",1/1/16,201409-13,NSV, ,FALSE,FALSE,FALSE,, ,
UF332015,CAB14-0669,eulipotyphla,2,UF283179,201409,M/3, ,v08080,0.005713494,Y,0.005748617979,X,X,X,X, ,2/11/15,201409-13,KLR, ,FALSE,FALSE,FALSE,, ,
UF295707,UF295707,ectypodus,2,UF283179,201409,M/1, ,v12029,0.005713494,Y,0.005748617979,X,X,X,X,"3 cusps, not 4!",2/2/15,201409-13,EMC, ,TRUE,TRUE,TRUE,M8237, ,
UF296016,UF296016,herpetotherium,2,UF283179,201409,M/2 or M/3, ,v12029,0.005713494,Y,0.005748617979,X,X,X,X,is this herpetotherium? An M/1? Both?,6/29/17,201409-13,NSV, ,TRUE,TRUE,TRUE,M8636, ,
UF296377,UF296377,macrocranion,2,UF283179,201409,P/4, ,v12029,0.005713494,Y,0.005748617979,X,X,X,X, ,4/25/17,201409-13,NSV, ,TRUE,TRUE,TRUE,M8303, ,
UF251318,CAB05-0532,mimoperadectes,1,UF283184,201409,M/2 or M/3,L,akh05010,0.006063709,Y,0.006088403601,X,X,X,X, ,1/19/15,201409,NSV, ,TRUE,TRUE,TRUE,M8364, ,
UF327843,CAB12-0457,rodent,1,UF283184,201409,M/2, ,v12029,0.006063709,Y,0.006088403601,X,X, , , ,5/30/15,201409,EMC, ,FALSE,FALSE,FALSE,, ,
UF283184,UF283184,herpetotherium,1,UF283184,201409,M/2 or M/3, ,v12029,0.006063709,Y,0.006088403601,X,X,X,X,is this also herpetotherium? Balls,6/29/17,201409,NSV, ,TRUE,TRUE,TRUE,M8633, ,
UF283619,UF283619,ectypodus,1,UF283184,201409,M/1, ,v12029,0.006063709,Y,0.006088403601,x,x,x,x, ,11/20/16,201409,SHH, ,FALSE,FALSE,FALSE,, ,
